course_title,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,published_timestamp,subject
How To Play The Cajon: For Beginners,True,30,144,15,25,All Levels,1.5,2015-12-18,Musical Instruments
Slide Guitar- Slide Soloing Essentials,True,50,297,20,17,All Levels,3.0,2016-02-11,Musical Instruments
Learn Piano #8:  Use Augmented Chord Sub & Whole Tone Scales,True,60,1137,4,45,All Levels,1.0,2016-02-23,Musical Instruments
Learn Acoustic Guitar for Worship,True,40,86,18,26,Beginner Level,2.0,2017-01-23,Musical Instruments
Learn 3 - All Time A R Rahman Hits on Carnatic Flute!,True,70,98,18,31,Intermediate Level,2.5,2016-12-13,Musical Instruments
Guitar Lessons: The Essential Beginner & Intermediate Course,False,0,2566,39,23,All Levels,2.0,2016-06-10,Musical Instruments
Instant Harmonica - play the groovy Irish Washerwoman now!,True,40,55,8,13,Beginner Level,1.0,2017-01-24,Musical Instruments
Music Fundamentals: Learn Beatmaking with Pen Tapping,True,200,537,2,22,All Levels,2.0,2015-11-13,Musical Instruments
"Learn to Play Fernando Sor's 'Study in B minor"",https://www.udemy.com/study-in-b-minor/,true,115,1403,5,9,Intermediate Level,43 mins,2014-01-27T20:58:16Z
398746,Piano: The Chord Based System - Learn To Play As The Pros Do""",True,115,595,20,33,All Levels,2.0,2015-02-09,Musical Instruments
Beginner Guitar Lessons by Paul Gronow,True,50,659,4,46,All Levels,3.5,2016-03-02,Musical Instruments
Guitar Fretboard Secrets,True,55,186,13,35,Intermediate Level,2.0,2016-12-01,Musical Instruments
Learn to Play French Horn: Beginner to Pro Made the Easy Way,True,50,460,27,131,Beginner Level,8.0,2014-10-29,Musical Instruments
150 Rock Guitar Licks You MUST Know,True,45,252,14,21,All Levels,4.5,2016-02-19,Musical Instruments
Didgeridoo - from zero to HERO! Part One - beginning,True,35,87,11,38,Beginner Level,3.0,2016-07-02,Musical Instruments
Learn Piano Scales: Play any song in any key! Like Pro's do,True,50,1720,9,26,Beginner Level,2.5,2014-10-29,Musical Instruments
Instant Harmonica - play the groovy Valens La Bamba now!,True,20,390,4,10,Beginner Level,0.7333333333333333,2016-02-22,Musical Instruments
Blues Master - Beginner's Techniques Piano Course,False,0,2618,41,16,All Levels,1.5,2016-03-29,Musical Instruments
"How to play Djembe, Drums & Rhythm. Level 2",True,40,390,14,36,Intermediate Level,2.0,2015-07-23,Musical Instruments
Instant Harmonica - play Amazing Grace with grace and ease!,True,40,496,6,14,Beginner Level,1.0,2015-08-01,Musical Instruments
Instant Harmonica - play Amazing Grace + Ode to Joy now!,True,40,341,7,23,All Levels,1.5,2016-06-17,Musical Instruments
Play Thousands of Songs On The Guitar | Cheater Chords,True,100,97,5,12,Beginner Level,1.0,2017-04-19,Musical Instruments
Piano Improvisation from Day One,True,20,1249,37,21,All Levels,3.0,2013-03-01,Musical Instruments
Classical Guitar Essentials - The Basics Part 1,True,65,861,19,52,Beginner Level,4.5,2016-05-04,Musical Instruments
Learn Piano #7- Learn Chromatic Chords & Chromatic Scale Run,True,60,973,8,74,All Levels,2.0,2016-02-01,Musical Instruments
Play all major scales by ear - no notation required!,True,40,868,8,62,Beginner Level,3.5,2015-12-15,Musical Instruments
How to play in a local Irish music session with confidence,True,40,193,5,8,All Levels,1.0,2016-08-18,Musical Instruments
The Total Beginner's Guitar Course,False,0,9193,357,17,Beginner Level,1.5,2016-03-24,Musical Instruments
Virtual Piano Lessons - A New Way To Learn Piano,True,50,5830,29,12,All Levels,1.0,2013-07-21,Musical Instruments
16 Guitar Chords to Jam With - (Beginner - Intermediate),True,20,1224,19,20,Beginner Level,1.0,2015-07-10,Musical Instruments
Free Beginner Electric Guitar Lessons,False,0,101154,1042,95,Beginner Level,4.5,2012-06-15,Musical Instruments
101 Awesome Rockabilly Guitar Licks,True,40,407,64,33,Intermediate Level,2.5,2016-08-10,Musical Instruments
A beginner`s guide to fingerpicking and strumming guitar',False,0,3481,29,20,Beginner Level,2.0,2016-09-13,Musical Instruments
"Instant Harmonica - Basic 12 Bar Blues course, easy and fun!",True,40,124,8,14,Beginner Level,1.0,2017-03-29,Musical Instruments
Your First Course on Piano,True,70,2002,34,33,Beginner Level,4.0,2015-07-16,Musical Instruments
Acoustic Guitar Basics,False,0,14495,224,21,Beginner Level,2.0,2014-08-07,Musical Instruments
Cracking the Violin Code!,True,120,746,82,40,All Levels,5.5,2015-11-17,Musical Instruments
Instant Bodhran - part one; learn the basics of drumming now,True,30,920,31,9,Beginner Level,1.0,2016-01-12,Musical Instruments
"Play The Piano By Ear | Master Class, Learn By Doing",True,175,362,38,27,All Levels,2.5,2016-11-12,Musical Instruments
Discover Classical Guitar Level 2   ,True,75,927,35,123,Intermediate Level,11.5,2015-09-01,Musical Instruments
Fingerpicking Classics - Great songs played fingerstyle!,True,20,953,11,13,All Levels,2.0,2015-08-07,Musical Instruments
6 Must Know Tricks to Successful Solos,True,35,469,38,30,All Levels,4.0,2015-09-28,Musical Instruments
CAGED System for Guitar (Guitar Lessons from Lutz Academy),True,50,450,15,7,All Levels,1.5,2016-07-25,Musical Instruments
Learn the Violin - No Music Experience Necessary!,True,120,600,27,30,Beginner Level,3.0,2015-09-02,Musical Instruments
Your Second Course on Piano: Two Handed Playing,True,70,1018,12,22,Beginner Level,5.0,2015-10-26,Musical Instruments
How to Design Your Own Guitar,True,50,181,34,32,All Levels,5.0,2014-06-25,Musical Instruments
How To Play Blues Guitar - Broonzy & McGhee Blues Lessons,False,0,8240,31,6,Intermediate Level,1.5,2013-11-23,Musical Instruments
Play Sonny Terry style on Harmonica and dazzle your friends!,True,200,582,49,51,All Levels,5.5,2014-12-18,Musical Instruments
Blues and Advanced Guitar Lessons,True,85,1235,46,131,All Levels,7.5,2013-06-10,Musical Instruments
Learn basics of South Indian Carnatic Flute Step by Step ,True,150,380,113,49,Beginner Level,4.0,2015-04-15,Musical Instruments
Basic Piano Hymn Playing,True,20,1842,21,28,Beginner Level,1.5,2013-12-12,Musical Instruments
#1 Piano Hand Coordination: Play 10th Ballad in Eb Key songs,True,35,3137,18,68,All Levels,1.5,2014-09-18,Musical Instruments
Piano Music Theory (Back To Basics) by JFilt,False,0,4967,308,12,Beginner Level,0.5,2017-02-13,Musical Instruments
Guitar - 12  Strumming Patterns You Must Know For Guitar,True,50,2154,40,16,Beginner Level,1.0,2015-07-06,Musical Instruments
Guitar Lessons for complete beginners - super simple and fun,True,20,936,9,12,Beginner Level,0.6666666666666666,2016-09-12,Musical Instruments
CAGED Pentatonic System for Guitar - Level 3,True,45,1224,17,32,All Levels,1.5,2016-09-28,Musical Instruments
Classical Guitar Essentials - The Basics Part 2,True,95,1030,1,44,Intermediate Level,4.5,2017-03-03,Musical Instruments
Introduction to Piano - By PGN Piano!,False,0,14922,772,8,Beginner Level,0.6666666666666666,2015-08-16,Musical Instruments
Keyboard Instruments - Read Sheet Music for Piano Fast!,True,50,2788,52,41,Beginner Level,1.5,2015-07-01,Musical Instruments
How to Play the Guitar: Your 30-Day Guide to Learn Guitar,True,20,2686,10,32,Beginner Level,6.0,2016-02-02,Musical Instruments
Drumming Accelerator: How To Get The Best Start Possible,True,200,1594,4,34,Beginner Level,1.5,2017-04-18,Musical Instruments
Play Piano 4: Improvise on popular song Yesterday chords,True,50,1018,4,63,All Levels,1.5,2016-10-30,Musical Instruments
Beginner's Guitar Lessons - Crash Course for Busy Adults,True,50,1194,9,29,Beginner Level,2.0,2017-05-02,Musical Instruments
Getting Started with the Guitar in 5 Days,False,0,270,1,24,Beginner Level,1.5,2017-07-03,Musical Instruments
Guitar Lessons - String Bending And Vibrato Essentials,False,0,3325,28,5,All Levels,1.0,2016-02-15,Musical Instruments
Piano With Willie: Blues n' Boogie Vol. 1,True,40,172,26,15,Intermediate Level,2.5,2016-04-13,Musical Instruments
Piano Runs & Fills #4: C6 Rolling Waves & Waterfall Runs,True,70,834,3,35,All Levels,1.0,2015-11-10,Musical Instruments
Chugging - it don't mean a thing if it ain't got that swing!,True,200,382,21,25,All Levels,2.5,2015-04-20,Musical Instruments
Make Your Own Ukulele,True,85,452,5,23,All Levels,4.5,2016-08-29,Musical Instruments
"Beginner Violin 101: Care, Maintenance, and the Right Gear",False,0,5543,107,29,All Levels,4.0,2015-03-03,Musical Instruments
Learn How To Play 25 Classic Hip Hop Songs,True,25,153,9,27,All Levels,2.5,2017-02-13,Musical Instruments
Learn Beethoven's Fur Elise on Piano,True,20,1582,11,6,All Levels,0.4833333333333333,2014-06-13,Musical Instruments
Play Violin and Fiddle for beginners - it's fun  - Course 1,True,20,560,8,9,Beginner Level,1.0,2016-03-18,Musical Instruments
Piano With Willie Building Technique with Scales Vol. 1,True,40,111,15,12,All Levels,1.5,2016-04-13,Musical Instruments
Christmas Piano Songs For The Very Beginner Vol. I,True,40,1060,3,15,Beginner Level,1.5,2015-11-22,Musical Instruments
Introduction to Gypsy Jazz Guitar,True,95,452,10,18,All Levels,2.5,2017-05-14,Musical Instruments
"Learn How to Play Blues, Rock, & Boogie Woogie Piano Today",True,45,2346,11,14,All Levels,0.65,2014-10-08,Musical Instruments
The Piano Chord Ladder | Learn to Play Thousands of Songs,True,100,103,2,11,All Levels,1.0,2017-05-31,Musical Instruments
Play Piano 5: Improvise on Misty Eb Key Runs & 2-5 Chords,True,50,833,6,70,Expert Level,1.5,2016-11-03,Musical Instruments
Playing Piano: Scales and Arpeggios Vol.I : Major keys,True,50,2358,3,26,Beginner Level,1.0,2016-03-31,Musical Instruments
Drumming for Beginners - Simple Way To Learn How To Drum,True,20,1814,28,22,Beginner Level,2.0,2016-03-02,Musical Instruments
Get great playing HARMONICA - a fun new leisure time hobby !,True,35,2543,44,17,All Levels,2.0,2014-02-12,Musical Instruments
Fingerstyle Guitar Mastery: 3 Techniques You Need To Know,False,0,3042,40,13,All Levels,0.5666666666666667,2016-12-13,Musical Instruments
Play Piano 3: Improvise Chords to Enchanted Evening by Ear,True,50,809,5,57,All Levels,1.5,2016-10-30,Musical Instruments
"Jazz Guitar Tips, Tricks and Licks",False,0,9351,331,21,Intermediate Level,2.0,2017-05-01,Musical Instruments
Piano From Zero To Pro - Beginner Essentials To The Piano,True,70,811,129,52,Beginner Level,3.5,2016-03-16,Musical Instruments
"Piano: Learn 48 chords in 1 hour,  and always remember how",True,120,1424,71,16,Beginner Level,1.5,2014-12-28,Musical Instruments
Walking Bass - Quick Start Guide,True,50,193,20,31,All Levels,1.0,2015-12-10,Musical Instruments
Beginner Guitar Lessons: Learn To Play Guitar Today (WAVE 1),True,45,65,18,56,Beginner Level,10.0,2017-05-01,Musical Instruments
Blues Bass - Quick Start Guide,True,50,59,8,29,All Levels,1.5,2016-11-24,Musical Instruments
How to speak Pianish (beginner level),True,30,545,5,10,Beginner Level,1.0,2014-08-25,Musical Instruments
Gospel Piano Essentials,True,30,668,39,46,Intermediate Level,11.5,2013-07-11,Musical Instruments
Instant Harmonica - play Leonard Cohen's Hallelujah now!,True,40,100,15,14,All Levels,1.5,2016-11-20,Musical Instruments
Guitar Crash Course (No Experience Necessary),False,0,5769,78,29,Beginner Level,1.0,2015-01-22,Musical Instruments
Beginner Guitar Lessons - Your Complete Foundation Course,True,60,293,30,162,Beginner Level,18.5,2016-04-11,Musical Instruments
Piano Building Blocks: Learn the 24 Most Common Chords,True,50,492,10,17,Beginner Level,1.5,2016-03-07,Musical Instruments
Learn to Play the Oboe: Beginner to Pro in Under Four Hours,True,50,500,39,74,Beginner Level,5.0,2015-01-01,Musical Instruments
Playing Piano By Ear: Complete Guide for Aspiring Musicians,True,150,346,26,59,All Levels,4.5,2015-11-20,Musical Instruments
"Discover the fun of Spoon playing, a beginners course",True,65,353,13,25,All Levels,1.0,2015-06-25,Musical Instruments
Country Guitar Fundamentals,True,50,1174,39,23,Intermediate Level,1.5,2016-12-23,Musical Instruments
Discover Classical Guitar Level 1,True,25,1513,38,19,Beginner Level,1.5,2015-06-21,Musical Instruments
PI-101 Top 10 Classical Piano Pieces for Beginners,False,0,6292,183,38,Beginner Level,1.0,2016-05-30,Musical Instruments
Get started playing blues harmonica,False,0,6853,398,23,Beginner Level,0.6166666666666667,2015-03-30,Musical Instruments
Rockabilly Guitar For Beginners,True,40,475,125,36,Beginner Level,2.0,2016-02-21,Musical Instruments
Beginner Piano,True,20,776,79,89,Beginner Level,4.0,2015-08-05,Musical Instruments
Step by Step Tabla Course- Indian Drums,True,20,1337,17,21,Beginner Level,1.0,2016-01-18,Musical Instruments
Play Piano 6 -Improvise on The Way We Were with Power Chords,True,50,701,4,62,All Levels,1.5,2016-11-03,Musical Instruments
101 Blues riffs - learn how the harmonica superstars do it,True,200,1350,65,55,Intermediate Level,6.5,2015-01-04,Musical Instruments
Learn To Play The Drums,True,25,1141,88,74,All Levels,8.5,2015-05-28,Musical Instruments
Guitar: Master The Guitar Fretboard In 6 Easy Steps,True,55,1203,26,10,Beginner Level,1.0,2015-10-12,Musical Instruments
Play Piano in 30 Days! - Start Playing NOW!,False,0,5188,410,58,Beginner Level,3.0,2015-07-26,Musical Instruments
Curso de Didgeridoo nivel principiante,True,50,0,0,31,Beginner Level,1.0,2016-04-11,Musical Instruments
ブルースギター入門,False,0,462,6,23,All Levels,3.5,2014-05-17,Musical Instruments
Pianoforall - Incredible New Way To Learn Piano & Keyboard,True,200,75499,7676,362,All Levels,30.0,2014-08-07,Musical Instruments
The Professional Guitar Masterclass,True,200,21701,1340,136,All Levels,9.5,2015-04-28,Musical Instruments
Modern Rock Guitar Techniques,True,50,3157,375,32,Intermediate Level,3.0,2016-12-08,Musical Instruments
Complete Guitar System - Beginner to Advanced,True,145,32935,2713,310,All Levels,34.0,2013-05-29,Musical Instruments
Guitar Super System Level 1,True,50,10869,2257,104,Intermediate Level,5.0,2015-04-29,Musical Instruments
How to play Piano - Go from a Beginner/Intermediate to a Pro,True,200,5316,159,291,All Levels,31.0,2016-10-16,Musical Instruments
Guitar Super System Level 2,True,50,4192,128,34,Expert Level,1.5,2015-11-30,Musical Instruments
"LEARN HARMONICA, amaze your friends and have fun - it's easy",True,200,8857,718,131,All Levels,15.5,2014-04-27,Musical Instruments
The Complete Piano & Music Theory Beginners Course,True,50,10435,665,23,All Levels,1.5,2016-09-15,Musical Instruments
Ultimate Beginner Guitar Masterclass,True,200,8113,79,124,Beginner Level,11.5,2017-05-15,Musical Instruments
Quicklessons Piano Course - Learn to Play Piano by Ear!,True,200,7178,260,144,All Levels,8.5,2014-04-12,Musical Instruments
"Learn guitar the Right way! Complete 'KickStarter course""",True,150,2102,33,99,Beginner Level,9.0,2017-02-25,Musical Instruments
CAGED Pentatonic System for Guitar - Level 1,True,45,1329,52,35,All Levels,1.5,2016-07-28,Musical Instruments
CAGED Pentatonic System for Guitar - Level 2,True,45,1220,13,26,All Levels,1.5,2016-08-26,Musical Instruments
Learn to Play Piano From a Concert Pianist - For Beginners,True,200,3206,18,17,Beginner Level,1.0,2015-11-22,Musical Instruments
#12 Hand Coordination: Let your Hands dance with Ballad 9,True,75,482,1,47,Intermediate Level,1.5,2017-04-26,Musical Instruments
How To Make Money With A Cover Band,True,50,2498,12,25,All Levels,3.5,2017-03-30,Musical Instruments
How To Play Guitar - For Absolute Beginners,True,35,478,3,18,Beginner Level,1.0,2017-05-01,Musical Instruments
Learn How to Improvise on Guitar in 30 Days,True,200,1788,89,33,Beginner Level,6.0,2016-10-25,Musical Instruments
Play Piano 8 - Play Over the Rainbow by Ear & Free Improvise,True,50,1249,6,69,All Levels,1.5,2016-11-14,Musical Instruments
The Best Beginner Guitar Course Ever,True,50,1976,252,16,Beginner Level,1.0,2014-11-25,Musical Instruments
Piano For Singer/Songwriters 2: Pop/Rock Rhythm Immersion,True,100,567,37,24,All Levels,1.5,2016-08-29,Musical Instruments
Guitar: Learn 10 CCR Guitar Chord Progressions,True,50,2045,8,24,Beginner Level,2.0,2016-08-25,Musical Instruments
"Play Piano 2:  Play 'Love Me Tender By Ear with 2-5 Chords""",True,50,1204,8,56,All Levels,1.5,2016-10-30,Musical Instruments
Learn Piano #10 Tritone Chord Substitution with Jazzy Sounds,True,60,1227,2,26,All Levels,0.6333333333333333,2016-10-25,Musical Instruments
Getting Started with Playing Guitar,False,0,47652,1141,26,Beginner Level,4.0,2013-05-29,Musical Instruments
Piano Playing: Reading and Playing Classical Tunes Vol.II,True,40,1638,3,17,Beginner Level,1.5,2016-06-28,Musical Instruments
Harmonica Jamz: The Only Course on Jammin' with Friends,True,60,568,8,65,Beginner Level,5.0,2017-03-21,Musical Instruments
Guitar - Learn 10 Legendary Chord Progressions for Guitar,True,55,3013,15,28,Beginner Level,1.5,2015-06-14,Musical Instruments
Guitar - Blues Guitar for Beginners,True,45,2795,26,25,Beginner Level,1.0,2015-05-22,Musical Instruments
Electric Guitar for Beginners - RockStarter Level 1,True,40,491,5,29,Beginner Level,2.5,2017-03-30,Musical Instruments
The Circle of Fifths for Guitarists,True,50,1018,2,5,Intermediate Level,1.5,2016-12-15,Musical Instruments
Piano Runs & Fills #2: Play Rolling Cascading Runs for Intro,True,70,2164,10,30,All Levels,1.0,2015-11-04,Musical Instruments
Piano - Circle of 5ths to Play A Song in 12 Keys in 12 Days,True,95,2415,16,115,All Levels,2.5,2015-02-17,Musical Instruments
Essential Theory and Technique for Guitar,False,0,2285,34,22,Beginner Level,2.0,2017-02-25,Musical Instruments
Piano for Complete Beginners: Learn your first song today!,True,40,1268,10,30,Beginner Level,1.0,2015-11-10,Musical Instruments
Master Class Piano Techniques: Tips To EZ Coordinate 2 Hands,True,95,2026,3,62,Intermediate Level,2.5,2017-03-09,Musical Instruments
Master Class # 11:  Play Piano Techniques Learn Piano 1 to10,True,95,2164,10,113,All Levels,2.0,2016-11-07,Musical Instruments
Learn all Piano Chords in all Piano Scales with logic,True,45,969,2,17,Beginner Level,1.0,2017-06-04,Musical Instruments
