title,n_enrolled,course_type,institution,instructors,Level,subject,language,subtitles,course_effort,course_length,price
Working in Teams: A Practical Guide,43981,Self-paced on your time,The University of Queensland,"['Lydia Kavanagh', 'David Neil']",Introductory,Humanities,English,['English'],6–8 hours per week,4 Weeks,49
Introducción a los encofrados y las cimbras en obra civil y edificación,16029,Self-paced on your time,Universitat Politècnica de Valencia,['Víctor Yepes Piqueras'],Introductory,Engineering,Español,['Español'],2–3 hours per week,4 Weeks,50
AI Chatbots without Programming,35440,Self-paced on your time,IBM,['Antonio Cangiano'],Introductory,Computer Science,English,['English'],2–4 hours per week,2 Weeks,99
Introducción a la Ciencia de Datos y el Big Data,16268,Self-paced on your time,Tecnológico de Monterrey,['Jesús Aguilar'],Intermediate,Data Analysis & Statistics,Español,['Español'],3–5 hours per week,4 Weeks,49
Just Money: Banking as if Society Mattered,25553,Self-paced on your time,Massachusetts Institute of Technology,"['J. Phillip Thompson', 'Lily Steponaitis', 'Katrin Kaeufer', 'Alice Maggio']",Introductory,Business & Management,English,['English'],3–4 hours per week,16 Weeks,49
Introducción a R,6431,Self-paced on your time,Universidades Anáhuac,"['César Iván Cobos May', 'Víctor Cruz Morales']",Introductory,Data Analysis & Statistics,Español,['Español'],5–8 hours per week,4 Weeks,49
Computing in Python IV: Objects & Algorithms,28112,Self-paced on your time,The Georgia Institute of Technology,['David Joyner'],Introductory,Computer Science,English,['English'],9–10 hours per week,5 Weeks,99
Adobe Illustrator: aprende a crear presentaciones de impacto,18613,Self-paced on your time,Pontificia Universidad Javeriana,['Juan Carlos Lemus Romero'],Introductory,Design,Español,['Español'],9–10 hours per week,5 Weeks,15
Teaching Critical Thinking through Art with the National Gallery of Art,18595,Self-paced on your time,The Smithsonian Institution,['Julie Carmean'],Introductory,Education & Teacher Training,English,"['English', 'Español', 'Français', '中文']",3–4 hours per week,16 Weeks,25
Word intermedio: herramientas de formato y productividad,10265,Self-paced on your time,Universitat Politècnica de Valencia,['Andrés Lloret Salom'],Intermediate,Computer Science,Español,['Español'],4–5 hours per week,6 Weeks,50
Introducción a las finanzas: Principios de valoración,17344,Self-paced on your time,Universidad del Rosario,"['Rafael Serrano', 'Laura Natalia López']",Intermediate,Economics & Finance,Español,['Español'],6–10 hours per week,4 Weeks,49
Aprende a diseñar jardines verticales y cuadros vivos,6341,Self-paced on your time,Universidad Nacional de Córdoba,['Equipo Campus Virtual'],Introductory,Biology & Life Sciences,Español,['Español'],1–2 hours per week,4 Weeks,29
"Anatomy: Cardiovascular, Urinary, and Respiratory Systems",36917,Self-paced on your time,The University of Michigan,['Glenn M. Fox'],Introductory,Biology & Life Sciences,English,['English'],2–3 hours per week,4 Weeks,49
Software Engineering: Introduction,35524,Self-paced on your time,University of British Columbia,['Reid Holmes'],Advanced,Computer Science,English,['English'],8–10 hours per week,6 Weeks,125
Structure of Materials,13042,Self-paced on your time,Massachusetts Institute of Technology,"['Silvija Gradečak', 'Jessica Sandland']",Intermediate,Engineering,English,['English'],6–8 hours per week,16 Weeks,150
Fundamentos de fotografía documental,13036,Self-paced on your time,Universidad del Rosario,['Luis Alberto Cardozo Acosta'],Introductory,Art & Culture,Español,['Español'],4–6 hours per week,6 Weeks,49
AP® Italian Language and Culture (2020-2021),39398,Self-paced on your time,Wellesley College,"['Daniela Bartalesi', 'Graf']",Advanced,Humanities,Italiano,['Italiano'],3–8 hours per week,12 Weeks,49
Computer Hardware and Operating Systems,9715,Self-paced on your time,New York University,"['Daniel Katz', 'Braunschweig', 'Aspen Olmsted']",Introductory,Computer Science,English,['English'],3–5 hours per week,6 Weeks,150
Marketing Management,43415,Instructor-led on a course schedule,"The University of Maryland, College Park-University System of Maryland","['Judy Frels', 'David Godes', 'P.K. Kannan', 'Mary Beth Furst']",Advanced,Business & Management,English,['English'],8–10 hours per week,7 Weeks,214
You Can Innovate: User  Innovation & Entrepreneurship,18974,Self-paced on your time,Massachusetts Institute of Technology,"['Eric von Hippel', 'Erdin Beshimov']",Introductory,Business & Management,English,['English'],2–4 hours per week,10 Weeks,49
Analytics in Python,82210,Instructor-led on a course schedule,Columbia University,['unknown'],Intermediate,Business & Management,English,['English'],8–10 hours per week,12 Weeks,249
Bases Matemáticas: Álgebra,35811,Self-paced on your time,Universitat Politècnica de Valencia,['Alicia Herrero Debón'],Introductory,Math,Español,['Español'],3–4 hours per week,4 Weeks,50
HTML5 Apps and Games,86850,Self-paced on your time,The World Wide Web Consortium (W3C),['Michel Buffa'],Advanced,Computer Science,English,['English'],6–8 hours per week,4 Weeks,199
MATLAB and Octave for Beginners,68706,Self-paced on your time,École polytechnique fédérale de Lausanne,['Simone Deparis'],Introductory,Computer Science,English,['English'],5–6 hours per week,4 Weeks,139
AP Physics 1,43401,Self-paced on your time,Rice University,"['Matt Wilson', 'Gigi Nevils', 'Jason Hafner']",Introductory,Physics,English,['English'],3–4 hours per week,18 Weeks,49
The Divine Comedy: Dante's Journey to Freedom,12005,Self-paced on your time,Georgetown University,"['Frank Ambrosio', 'Francesco Ciabattoni', 'Jo Ann Moran Cruz', 'Eddie Maloney']",Introductory,Humanities,English,['English'],9–10 hours per week,8 Weeks,49
Linux Basics: The Command Line Interface,32726,Self-paced on your time,Dartmouth_IMTx-Dartmouth College-IMT,"['Petra Bonfert', 'Taylor', 'Rémi Sharrock']",Introductory,Computer Science,English,['English'],3–5 hours per week,7 Weeks,49
Entrepreneurial Operations: Launching a Startup,23808,Self-paced on your time,Babson College,['Jennifer Bailey'],Intermediate,Business & Management,English,['English'],4–6 hours per week,4 Weeks,149
Maths Essentials,44642,Self-paced on your time,Imperial College Business School-Imperial College London,['David Lefevre'],Introductory,Business & Management,English,['English'],2–5 hours per week,6 Weeks,79
"Marketing Analytics: Products, Distribution and Sales",50588,Self-paced on your time,"University of California, Berkeley",['Stephan Sorger'],Intermediate,Computer Science,English,['English'],5–7 hours per week,4 Weeks,249
Marketing Innovative Products and Services,6293,Self-paced on your time,"The University of Maryland, College Park-University System of Maryland",['Lola Koiki'],Introductory,Business & Management,English,['English'],2–3 hours per week,4 Weeks,149
Just Reading and Writing in English | 生活英语读写,33303,Self-paced on your time,Tsinghua University,['unknown'],Introductory,Art & Culture,English,['English'],2–4 hours per week,15 Weeks,149
Introduction to Java Programming – Part 1,270376,Self-paced on your time,The Hong Kong University of Science and Technology,"['Ting', 'Chuen Pong', 'Tony W K Fung', 'Leo P M Fan']",Introductory,Computer Science,English,['English'],3–5 hours per week,5 Weeks,99
Comunicación y Redacción Digital,7165,Self-paced on your time,Universidades Anáhuac,['Abraham Torres'],Introductory,Communication,Español,['Español'],3–4 hours per week,4 Weeks,29
Monetary Policy Analysis and Forecasting,6616,Self-paced on your time,The International Monetary Fund,['Mikhail Pranovich'],Advanced,Economics & Finance,English,['English'],8–10 hours per week,6 Weeks,25
Basic Analytical Chemistry,19010,Self-paced on your time,The University of Tokyo,"['Takeaki Ozawa', 'Liang', 'da Chiu']",Introductory,Chemistry,English,['English'],3–4 hours per week,6 Weeks,49
Identifying Entrepreneurial Opportunities,11922,Self-paced on your time,"The University of Maryland, College Park-University System of Maryland",['James Green'],Introductory,Business & Management,English,['English'],2–3 hours per week,4 Weeks,149
"ChinaX Book Club: Five Authors, Five Books, Five Views of China",5855,Self-paced on your time,Harvard University,['David Wang'],Introductory,Literature,English,['English'],1–2 hours per week,5 Weeks,139
Astrophysics: Cosmology,83322,Self-paced on your time,Australian National University,"['Brian Schmidt', 'Paul Francis']",Intermediate,Physics,English,['English'],2–4 hours per week,10 Weeks,50
Japanese Culture and Language (I) |日语与日本文化（1）,18489,Self-paced on your time,Tsinghua University,"['Feng Feng', 'Gao Yang', 'Miyazaki Izumi']",Introductory,Art & Culture,中文,"['日本語', '中文']",3–5 hours per week,10 Weeks,139
COVID-19 Training for Healthcare Workers,5742,Self-paced on your time,Stanford University,"['Matthew Strehlow', 'S.V. Mahadevan']",Introductory,Medicine,English,['English'],1–10 hours per week,2 Weeks,10
The Rise of Superheroes and Their Impact On Pop Culture,31368,Self-paced on your time,The Smithsonian Institution,"['Stan Lee', 'Michael Uslan', 'David Uslan', 'Christopher Robichaud']",Introductory,Humanities,English,['English'],1–2 hours per week,6 Weeks,50
Introduction to Aeronautical Engineering,99971,Self-paced on your time,Delft University of Technology,"['Jacco M. Hoekstra', 'Jos Sinke', 'Mark Voskuijl', 'Nando Timmer']",Introductory,Engineering,English,['English'],10–12 hours per week,7 Weeks,50
Diseño de Jardines,5683,Self-paced on your time,Universidad Nacional de Córdoba,"['Patricia Gil', 'Paola Campitelli', 'Laura Vargas', 'Melisa Marinsaldi']",Introductory,Biology & Life Sciences,Español,['Español'],1–2 hours per week,4 Weeks,29
"Introducción al griego clásico: lengua, nombres y mitología",18849,Self-paced on your time,Universidad Autónoma de Madrid,"['Helena González', 'Vaquerizo', 'Araceli Striano Corrochano', 'Raquel Fornieles Sánchez']",Introductory,Language,Español,['Español'],4–5 hours per week,5 Weeks,49
Deep Learning Fundamentals with Keras,32140,Self-paced on your time,IBM,['Alex Aklson'],Intermediate,Data Analysis & Statistics,English,['English'],2–4 hours per week,5 Weeks,99
Existential Well-being Counseling: A Person-centered Experiential Approach,48439,Self-paced on your time,KU Leuven University,"['Mia Leijssen', 'Siebrecht Vanhooren']",Introductory,Humanities,English,['English'],6–8 hours per week,12 Weeks,49
Solid Waste Management,7668,Self-paced on your time,World Bank Group,['OLC and SURR '],Introductory,Environmental Studies,English,['English'],2–3 hours per week,6 Weeks,5
Retail Fundamentals,37558,Self-paced on your time,Dartmouth College,"['Santiago Gallino', 'Antonio Moreno', 'Garcia']",Intermediate,Business & Management,English,['English'],3–5 hours per week,4 Weeks,99
Greatest Unsolved Mysteries of the Universe,93965,Self-paced on your time,Australian National University,"['Brian Schmidt', 'Paul Francis']",Intermediate,Physics,English,['English'],2–4 hours per week,9 Weeks,50
"Money Markets, Foreign Exchange and Time Value of Money",12230,Self-paced on your time,NYIF,"['Jack Farmer', 'Chris Thomas']",Introductory,Economics & Finance,English,['English'],1–2 hours per week,4 Weeks,199
Gestión de Contenidos Digitales y Marketing Turístico de Ciudad,14627,Self-paced on your time,Pontificia Universidad Javeriana,"['Hernán Restrepo', 'Mario Enrique Morales Rincón', 'Adriana Caicedo Caicedo', 'Omar Gamboa']",Introductory,Communication,Español,['Español'],9–10 hours per week,4 Weeks,49
Designing the User Experience,6416,Self-paced on your time,"The University of Maryland, College Park-University System of Maryland",['Cait von Schnetlage'],Introductory,Business & Management,English,['English'],2–3 hours per week,4 Weeks,199
Introduction to Bioconductor,36370,Self-paced on your time,Harvard University,"['Rafael Irizarry', 'Michael Love', 'Vincent Carey']",Intermediate,Data Analysis & Statistics,English,['English'],2–4 hours per week,4 Weeks,149
Connected Strategy,10355,Self-paced on your time,The Wharton School of the University of Pennsylvania,"['Nicolaj Siggelkow', 'Christian Terwiesch']",Intermediate,Business & Management,English,['English'],2–4 hours per week,6 Weeks,199
Hybrid Vehicles,18294,Instructor-led on a course schedule,Chalmers University of Technology,"['Sven Andersson', 'Anders Grauers']",Advanced,Engineering,English,['English'],10–20 hours per week,6 Weeks,249
First Nights - Handel's Messiah and Baroque Oratorio,18029,Self-paced on your time,Harvard University,['Thomas Forrest Kelly'],Introductory,Humanities,English,['English'],3–5 hours per week,3 Weeks,49
Statistical Inference and Modeling for High-throughput Experiments,51590,Self-paced on your time,Harvard University,"['Rafael Irizarry', 'Michael Love']",Intermediate,Data Analysis & Statistics,English,['English'],2–4 hours per week,4 Weeks,149
First Nights - Monteverdi’s L’Orfeo and the Birth of Opera,13300,Self-paced on your time,Harvard University,['Thomas Forrest Kelly'],Introductory,Humanities,English,['English'],3–5 hours per week,3 Weeks,49
18th-Century Opera: Handel & Mozart,18331,Self-paced on your time,Harvard University,['Thomas Forrest Kelly'],Introductory,Music,English,['English'],3–4 hours per week,5 Weeks,99
Introduction to video game development with Unity,7605,Self-paced on your time,Universitat Politècnica de Valencia,['Jordi Linares Pellicer'],Intermediate,Computer Science,English,['English'],3–4 hours per week,6 Weeks,50
Best Practices for Project Management Success,46610,Self-paced on your time,Rochester Institute of Technology,['Leonie Fernandes'],Intermediate,Business & Management,English,['English'],8–12 hours per week,11 Weeks,150
